"Date","Consignatario","Expedidor","Origen del envío","Destino del envío","Código HS","Mercancías enviadas","Goods Shipped","Gross Weight (kg)","Gross Weight (t)","Valor de las mercancías (USD)"
"2020-12-19","Bayer S.A.","Bayer Group","ANTWERPEN","ITAGUAI","29340000","1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 BAGS OF PONCHO TECNICO CLOTHIANIDIN","","32418","32.42","2912000"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","3 X 40 CONTAINERS CONTAINING 96 BINS OF DFDA-7530 NT 1400 POUND TOP UNLOADING OCTABIN","","65291","65.29","69800"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","40020000","1 X 40 CONTAINERS CONTAINING 640 BAGS OF NORDEL TM IP 4725P HYDROCARBON RUBBER","","16416","16.42","33300"
"2020-12-19","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","All Specialty Logistics Co., Ltd.","LAEM CHABANG","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 1 TANK OF VORANOL RA 440 POLYOL","","24030","24.03","41700"
"2020-12-19","Syngenta Protecao De Cultivos Ltda","Deccan Fine Chemicals India Pvt., Ltd.","MARMAGAO (MARMUGAO)","SANTOS","29341090","2 X 40 CONTAINERS CONTAINING 720 DRUMS OF   THIAMETHOXAM TECHNICAL FLAMMABLE SOLID, ORGANIC N.O.S: THIAMETHOXAM TECHNICAL CHEMICAL","","49200","49.2","2198000"
"2020-12-19","Sumidenso Do Brasil Industrias Eletricas Ltda","Sumitomo Corporation","NAGOYA","SANTOS","00330000","1 X 20 CONTAINERS CONTAINING 5 PALLET OF ELECTRIC PARTS FOR AUTOMOBILE","","166","0.17",""
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 CONTAINERS CONTAINING 32 BINS OF AXELERON FO 6318 BK CPD 635","","20868","20.87","22300"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 128 BINS OF AXELERON TM FO 6318 BK CPD 635 KILOGRAM TOP UNLOADING OCTABIN","","83474","83.47","89200"
"2020-12-19","Sumitomo Chemical Brasil Industria Quimica Sa","Indofil Industries Ltd.","HAZIRA","SANTOS","38089293","5 X 40 CONTAINERS CONTAINING 12800 BAGS OF  ENVIRONMENTALLY :HAZARDOUS SUBSTANCE, SOLID, N.O.S. UN MANCOZEB 80 WP","","137200","137.2","379000"
"2020-12-19","Syngenta Protecao De Cultivos Ltda","Syngenta Group","ANTWERPEN","SANTOS","38086990","1 X 20 CONTAINERS CONTAINING 1 BULK CONT OF LAMBDACIALOTRIN PRE-MISTURA 250CS INSECTICIDE","","22960","22.96","330000"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF  DOWLEX(TM) 2:517 POLYETHYLENE RESIN","","125605","125.61","134000"
"2020-12-19","Valfilm Amazonia Ind E Com Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","3 X 40 & 2 X 40 CONTAINERS CONTAINING 4950 BAGS OF  DOW(TM) DGDC-2100 NT 7 HIGH DENSITY POLYETH:YLENE RESIN","","125605","125.61","134000"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","2 X 40 CONTAINERS CONTAINING 64 BINS OF DFDA-7530 NT 1400 POUND TOP UNLOADING OCTABIN","","43527","43.53","46500"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089191","2 X 40 CONTAINERS CONTAINING 1920 BOXES OF PERITO 970 SG INGREDIENTE ATIVO ACEFATO REGISTRO","","44500","44.5","1225000"
"2020-12-19","Henkel Ltda","Dow","ANTWERPEN","SANTOS","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF AFFINITY GA 1950 POLYOLEFIN PLASTOMER","","20295","20.3","43600"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","ANKLESHWAR","SANTOS","38089199","2 X 40 CONTAINERS CONTAINING 1920 BOXES OF SPERTO INGREDIENTE ATIVO BIFENTRINA","","44800","44.8","1233000"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","ANKLESHWAR","SANTOS","38089191","6 X 40 CONTAINERS CONTAINING 5760 BOXES OF PERITO 970 SG INGREDIENTE ATIVO: ACEFATO","","133500","133.5","3675000"
"2020-12-19","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corporation","KOBE","SANTOS","29304090","4 X 20 CONTAINERS CONTAINING 80 PALLET OF DL-METHIONINE 99% FEED GRADE","","81736","81.74","170000"
"2020-12-19","Dow Brasil Sudeste Industrial Ltda","Ssc Consolidation","ANTWERPEN","SANTOS","39100000","4 PACK OF SILASTIC(TM) RTV MOULD-MAKING BASE","","1728","1.73","11100"
"2020-12-19","Bayer Sa","Bayer Group","HAMBURG","ITAGUAI","29280000","2 X 40 CONTAINERS CONTAINING 80 PALLET OF TRIFLOXYSTROBIN TC","","43256","43.26","113393000"
"2020-12-19","Bridge Industria De Produtos Plasticos Da Amazonia Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","1 X 40 & 3 X 40 CONTAINERS CONTAINING 3960 BAGS OF  DOWLEX(TM):2517 POLYETHYLENE RESIN","","100484","100.48","107000"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF  DOW(TM) DGDC-2100 NT 7 HIGH DEN:SITY POLYETHYLENE RESIN","","125605","125.61","134000"
"2020-12-19","Ravibras Embalagens Da Amazonia Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39020000","2 X 40 & 3 X 40 CONTAINERS CONTAINING 160 BINS OF  CONTINUUM(TM) DMDC-1250 7 HIGH DENSITY POLYETHYLENE RESIN 1350","","108606","108.61","188000"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","39012000","2 X 40 CONTAINERS CONTAINING 40 BAGS OF ENGAGE TM 8207 POLYOLEFIN ELASTOMER","","41000","41","44200"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39014000","1 X 20 & 2 X 40 CONTAINERS CONTAINING 1980 BAGS OF   POLYMERS  OF ETHYLENE, IN PRIMARY FORMS","","50241","50.24","45500"
"2020-12-19","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38086990","1 X 40 CONTAINERS CONTAINING 20 IBCS OF TRINCA CAPS INGRE:DIENTE ATIVO LAMBDA CYHALOTHRIN LAMBDA CIALOTRINA","","22760","22.76","328000"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","3 X 40 & 2 X 40 CONTAINERS CONTAINING 4950 BAGS OF  DOWLEX(TM) 2517 POLYETHYLENE RE:SIN","","125605","125.61","134000"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","2 X 40 CONTAINERS CONTAINING 64 BINS OF DFDA-7530 NT 1400 POUND TOP UNLOADING OCTABIN","","43527","43.53","46500"
"2020-12-19","Bridge Industria De Produtos Plasticos Da Amazonia Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF  DOWLEX(TM) 2517 POLYETHYLENE RESIN","","100484","100.48","107000"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","1 X 40 & 2 X 40 CONTAINERS CONTAINING 2970 BAGS OF  DOWLEX(TM) 2:517 POLYETHYLENE RESIN","","75363","75.36","80500"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","39012000","3 X 40 CONTAINERS CONTAINING 60 BAGS OF ENGAGE TM 8207 POLYOLEFIN ELASTOMER","","61500","61.5","66300"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","5 X 40 CONTAINERS CONTAINING 4950 BAGS OF  DOW(TM) DGDC-2100 NT 7 HIGH DENSITY POLYETH:YLENE RESIN","","125605","125.61","134000"
"2020-12-19","Valfilm Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3840 BAGS OF  DOWLEX TM POLYETHYLENE RESIN","","97920","97.92","105000"
"2020-12-19","Bayer Sa","Bayer Group","HAMBURG","ITAGUAI","29280000","2 X 40 CONTAINERS CONTAINING 80 PALLET OF TRIFLOXYSTROBIN TC","","43256","43.26","113393000"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 4950 BAGS OF  DOWLEX(TM) 2517 POLYETHYLENE RESIN","","125605","125.61","134000"
"2020-12-19","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","39010000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF ENGAGE 8107 POE","","20500","20.5","21900"
"2020-12-19","Bayer Sa","Bayer Group","HAMBURG","ITAGUAI","29280000","2 X 40 CONTAINERS CONTAINING 80 PALLET OF TRIFLOXYSTROBIN TC","","43256","43.26","113393000"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","ANKLESHWAR","SANTOS","38089293","5 X 40 CONTAINERS CONTAINING 4560 BOXES OF TRIDIUM INGREDIENTE ATIVO AZOXISTROBINA MANCOZEBE TEBUCONAZOLE","","108400","108.4","300000"
"2020-12-19","Ravibras Embalagens Da Amazonia Ltda","Dow Group","NEW ORLEANS (LA)","MANAUS","39010000","1 X 40 & 4 X 40 CONTAINERS CONTAINING 160 PACKAGES OF  CONTINUUM(TM) DMDC-1250 NT 7 HIGH DENSI:TY POLYETHYLENE RESIN","","108606","108.61","116000"
"2020-12-19","Copobras Sa Industria E Comercio De Embalagens","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF POLYETHYLENE 132I LOW DENSITY 25","","50242","50.24","53700"
"2020-12-19","Bridge Industria De Produtos Plasticos Da Amazonia Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","1 X 40 & 2 X 40 CONTAINERS CONTAINING 2970 BAGS OF  DOWLEX(TM) G:M 8480F POLYETHYLENE RESIN","","75363","75.36","80500"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Sulphur Mills Ltd.","HAZIRA","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 1440 BOXES OF  BATTUS ACETAMIPRID 20% SP ACETAMIPRID ACETAM:IPRIDO USO AUTORIZADO,FORMA DE APLICA:CAO USO AGRICOLA CONCENTRACAO 6-CHLORO-3-PYRIDYL METHYL N2-CYANO-N1 -METHYLACETAMIDINE CLAS INSETICIDA FORMA DE APRESENTACAO: PO SOL:UVEL CLASSIFICACAO TOXICOLOGICA I EXTREMAMENTE TOXICO FABRICANTE SU:LPHUR MILLS LIMITED G.I.D.C. PLOT","","17675","17.67","487000"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089199","6 X 40 CONTAINERS CONTAINING 5760 BOXES OF SPERTO INGREDI ENTE ATIVO BIFENTRINA","","134399.99","134.4","3700000"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","ANKLESHWAR","SANTOS","38089293","4 X 40 CONTAINERS CONTAINING 3648 BOXES OF TRIDIUM INGREDIENTE ATIVO AZOXISTROBINA MANCOZEBE TEBUCONAZOLE","","86720","86.72","240000"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","ANKLESHWAR","SANTOS","38089191","5 X 40 CONTAINERS CONTAINING 4800 BOXES OF WSP IN CFB PERITO 970 SG INGREDIENTE ATIVO ACEFATO REGISTRO NO MAPA","","111250","111.25","3062000"
"2020-12-19","Valfilm Amazonia Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","MANAUS","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF  DOWLEX(TM) 2:517 POLYETHYLENE RESIN","","100484","100.48","107000"
"2020-12-19","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 1 TANK OF VORANOL TM CP 1421 POLYOL NONDANGEROUS LIQUIDS","","23900","23.9","36500"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089329","4 X 40 CONTAINERS CONTAINING 3840 BOXES OF STAGE 500 EC INGREDIENTE ATIVO CLOMAZONE CLOMAZONA","","93784","93.78","555000"
"2020-12-19","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","ANKLESHWAR","SANTOS","38089191","3 X 40 CONTAINERS CONTAINING 2880 BOXES OF    CORR BOX ACEFATO REGISTRO NO MAPA","","66750","66.75","1837000"
"2020-12-18","Dow Brasil Sudeste Industrial Ltda","Rohm & Hass Group","GENOA","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 18 PACKAGES OF AROMATIC POLYESTER POLYOL","","19080","19.08","59200"
"2020-12-18","Dow Brasil Sudeste Industrial Ltda","Rohm & Hass Group","CORREGGIO","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 16 IBCS OF SPECFLEX TM NE ISOCYANATE DA PE IBC ONE-WAY.","","16960","16.96","82400"
"2020-12-18","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Uniroyal Chemicals Private Ltd.","HAZIRA","SANTOS","34021900","2 X 20 CONTAINERS CONTAINING 40 PALLET OF UNITOP-DVA-RES BLE NDA DVA ZAPHIR","","34032","34.03","34800"
"2020-12-18","Dow Agrosciences Industrial Ltda","Dow","MOZZANICA","SANTOS","29280000","1 X 20 CONTAINERS CONTAINING 80 PACKAGES OF METHOXYFENOZIDE TECHNICAL INSECTICIDE FIBREBOARD DRUM","","8208","8.21","1008000"
"2020-12-18","Continental Do Brasil Produtos Automotivos Ltda","Sumitomo","ANTWERPEN","SALVADOR","39094099","1 X 20 CONTAINERS CONTAINING 8 PALLET OF   DUREZ","","10206","10.21","109000"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Pbb Polisur Srl","BAHIA BLANCA","RIO DE JANEIRO","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF PE LLDPE","","110160","110.16","7656000"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","JUBAIL","SANTOS","29221100","1 X 20 CONTAINERS CONTAINING 1 BOXES OF MONOETHANOLAMINEBULK","","22320","22.32","22300"
"2020-12-18","Bayer S.A.","Bollore Logistics","GENOA","ITAGUAI","29329900","1 X 20 CONTAINERS CONTAINING 30 PACKAGES OF PIPERONYL BUTOXIDE TECH. GRADE – CODIGO DO MATE:RIAL","","6670","6.67","930000"
"2020-12-18","Syngenta Protecao De Cultivos Ltda","Syngenta","GENOA","SANTOS","29349929","1 X 20 CONTAINERS CONTAINING 2 PALLET OF MAXIM TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, FLUDIOXONIL","","793","0.79","239000"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","JUBAIL","SANTOS","29094300","1 X 20 CONTAINERS CONTAINING 1 BOXES OF BUTYL CELLOSOLVESOLVENT BULK","","19440","19.44","17100"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Pbb Polisur Srl","BAHIA BLANCA","RIO DE JANEIRO","39014000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF PE LLDPE 1613","","110160","110.16","107000"
"2020-12-18","Dow Brasil Sudeste Industrial Ltda","Dow","GENOA","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 18 PACKAGES OF AROMATIC POLYESTER POLYOL","","19080","19.08","59200"
"2020-12-18","Syngenta Protecao De Cultivos Ltda","Syngenta","GENOA","SANTOS","29349929","1 X 20 CONTAINERS CONTAINING 7 PALLET OF MAXIM TECNICO SEEDTREATMENT FLUDIOXONIL","","2777","2.78","836000"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Pbb Polisur Srl","BAHIA BLANCA","RIO DE JANEIRO","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF PE LLDPE","","110160","110.16","7656000"
"2020-12-18","Dow Brasil Sudeste Industrial Ltda","Rohm & Hass Group","CORREGGIO","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 18 IBCS OF SPECFLEX TM NE ISOCYANATE DA PE IBC","","19080","19.08","92700"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","JUBAIL","SANTOS","29094300","5 X 20 CONTAINERS CONTAINING 5 BOXES OF BUTYL CELLOSOLVESOLVENT BULK","","97480","97.48","85800"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Pbb Polisur Srl","BAHIA BLANCA","RIO DE JANEIRO","39014000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF PE LLDPE 1613","","110160","110.16","107000"
"2020-12-18","Flexivel Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","ITAPOA","39070000","1 X 20 CONTAINERS CONTAINING 16 IBCS OF VORANOL TM 360 POLYOL 2350 LB TOTE","","18061","18.06","47600"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Pbb Polisur Srl","BAHIA BLANCA","RIO DE JANEIRO","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF PE LDPE","","110160","110.16","7656000"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","JUBAIL","SANTOS","29094300","2 X 20 CONTAINERS CONTAINING 2 BOXES OF BUTYL CELLOSOLVESOLVENT BULK","","38940","38.94","34300"
"2020-12-18","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Pbb Polisur Srl","BAHIA BLANCA","RIO DE JANEIRO","39014000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF PE LLDPE 1613","","110160","110.16","107000"
"2020-12-17","Sumitomo Chemical Brasil Industria Quimica Sa","Sinon Corp","TAICHUNG","PECEM","29339959","1 X 20 & 2 X 40 CONTAINERS CONTAINING 100 BAGS OF CARBENDAZIN TECNICO AGRIPEC","","60300","60.3","2182000"
"2020-12-17","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Lanfeng Biochem Impand Exp. Co., Ltd.","SHANGHAI","SANTOS","29309061","6 X 40 CONTAINERS CONTAINING 240 BAGS OF ACEPHATE 98% TC","","151140","151.14","1222000"
"2020-12-17","Nortox Sa","Bayer","NHAVA SHEVA (JAWAHARLAL N","PARANAGUA","29269023","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF  FCIPERMETRINA TECNICA NOR TOX 92% MIN","","20514","20.51","306000"
"2020-12-17","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH","","100300","100.3","451000"
"2020-12-17","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corp","SINGAPORE","PECEM","29269029","1 X 20 CONTAINERS CONTAINING 10 PALLET OF DANIMEN TECNICO 900 FENPROPATHRIN","","9210","9.21","51500"
"2020-12-17","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","2 X 20 & 2 X 40 CONTAINERS CONTAINING 90 BAGS OF GLYPHOSATE TECH","","90270","90.27","406000"
"2020-12-16","Fmc Quimica Do Brasil Ltda","Fmc Corporation","CHARLESTON (SC)","SANTOS","38080000","2 X 40 CONTAINERS CONTAINING 144 DRUMS OF AVATAR 150EC_200L_BR ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, NOS INDOXACARB","","30441","30.44","284000"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX","","19542","19.54","88500"
"2020-12-16","Sumitomo Chemical Brasil Industria Quimica Sa","North Star Transport Inc.","HOUSTON (TX)","PECEM","29211923","5 X 20 CONTAINERS CONTAINING 5 TANK OF MONOISOPROPYLAMINE ISOPROPYLAMINE ISOPROPYLAMINE ISOPROPYLAMINE CHEMICAL","","72756","72.76","248000"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","AHLEN","SANTOS","39090000","1 X 20 CONTAINERS CONTAINING 18 IBCS OF SPECFLEX TM ISOCYANATE DA WIBC","","19080","19.08","81600"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Rohm & Haas Group","NEW YORK (NY)","SANTOS","39030000","1 X 20 CONTAINERS CONTAINING 40 DRUMS OF OPULYN TM 301 OPACIFIER PLASTIC DRUM","","9064","9.06","17500"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX 07","","19542","19.54","88500"
"2020-12-16","Bandeirante Quimica Ltda","Emerald Kalama Chemical Bv","ROTTERDAM","SANTOS","29163100","1 X 20 CONTAINERS CONTAINING 550 BAGS OF GRAINS PURE GRADE SODIUM BENZOATE","","13980","13.98","41700"
"2020-12-16","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SALVADOR","28047000","6 X 20 CONTAINERS CONTAINING 6 TANK OF PHOSPHORUS, YELLOW, UNDER  WATER UN1381, PHOSPHORUS,  YELLOW, UNDER WATER","","152175","152.18","552000"
"2020-12-16","Sumidenso Da Amazonia Industrias Eletricas Ltda","Sumitomo Corporation","YOKKAICHI","MANAUS","00330000","1 X 20 CONTAINERS CONTAINING 20 PALLET OF ELECTRIC PARTS FOR AUTOMOBILE","","3529","3.53",""
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","SHEPHERDSVILLE (KY)","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 80 PACKAGES OF NONHAZARDOUS SILICONE PRODUCTS","","17360","17.36","128000"
"2020-12-16","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Sulphur Mills Ltd.","HAZIRA","SANTOS","38089199","1 X 20 CONTAINERS CONTAINING 20 PALLET OF BARAO80 0 WG FIPRONIL80% WDG","","8100","8.1","223000"
"2020-12-16","Bayer Sa","Kuehne And Nagel (Ag And Co.) Kg","HAMBURG","SANTOS","30049000","1 X 40 CONTAINERS CONTAINING 34 PACKAGES OF XARELTO 10 MG 30 TABL ALLURENE TAB 2X14 BR ALLURENE TAB 2X14 BR","","3373","3.37","1124000"
"2020-12-16","Rudnik Comercio De Produtos Quimicos Ltda","Emerald Kalama Chemical Bv","ROTTERDAM","SANTOS","29062100","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF KALAMA R BENZYL ALCOHOL GRADE","","18340","18.34","22900"
"2020-12-16","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Meghmani Organics Ltd.","HAZIRA","SANTOS","29189912","4 X 20 CONTAINERS CONTAINING 120 BAGS OF TECNICO BIORISK BR AZIL","","75008","75.01","1129000"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Rohm & Haas Group","NEW YORK (NY)","SANTOS","39030000","1 X 20 CONTAINERS CONTAINING 36 DRUMS OF OPULYN(TM) 301 OPACIFIER PLASTIC DRUM","","8157","8.16","15700"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX 07","","19542","19.54","88500"
"2020-12-16","Nordeste Industria E Comercio Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","3 X 40 & 2 X 40 CONTAINERS CONTAINING 4950 BAGS OF XUS 61530.19 EXPERIMENTAL POLYETHYLENE RESIN","","125606","125.61","134000"
"2020-12-16","Sumitomo Chemical Do Brasil Representacoes Limitada","Valent Biosciences Corp","OSAGE (IA)","SANTOS","38089191","1 X 20 CONTAINERS CONTAINING 10 PALLET OF CASES  OF VECTOBAC 12AS","","10593","10.59","317000"
"2020-12-16","Valfilm Nordeste Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","3 X 40 CONTAINERS CONTAINING 2970 BAGS OF DOWLEX TM GM 8480F POLYETHYLENE RESIN","","75363","75.36","80500"
"2020-12-16","Valfilm Nordeste Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","SALVADOR","39010000","3 X 40 CONTAINERS CONTAINING 2970 BAGS OF DOWLEX TM GM 8480F POLYETHYLENE RESIN","","75363","75.36","80500"
"2020-12-16","Fmc Quimica Do Brasil Ltda","Fmc Corporation Agricultural Products Group","NEW YORK (NY)","SANTOS","38089329","1 X 20 CONTAINERS CONTAINING 8 IBCS OF REATOR 360 CS,250GL,E NH CHEMICALS","","9198","9.2","70200"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","SHEPHERDSVILLE (KY)","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 201 PACKAGES OF NONHAZARDOUS SILICONE PRODUCTS","","16365","16.36",""
"2020-12-16","Sumitomo Chemical Brasil Industria Quimica Sa","North Star Transport Inc.","HOUSTON (TX)","PECEM","29211923","7 X 20 CONTAINERS CONTAINING 7 TANK OF MONOISOPROPYLAMINE ISOPROPYLAMINE ISOPROPYLAMINE","","101632","101.63","347000"
"2020-12-16","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX","","19542","19.54","88500"
"2020-12-16","Nicrom Quimica Ltda","Emerald Kalama Chemical Bv","ROTTERDAM","SANTOS","29163100","1 X 40 CONTAINERS CONTAINING 990 BAGS OF PUROX R B FLAKES PURE GRADE BENZOIC ACID","","25164","25.16","75000"
"2020-12-16","Dow Agrosciences Industrial Ltda","Dow","DETROIT (MI)","SANTOS","29180000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF 2,4-DICHLOROPHENOXYACETIC ACID, FLAKE ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID, NENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID 2,4-D ACID 2,4-DICHLOROPHENOL","","18145","18.15",""
